genetic;length;mass;exercise;smoking;alcohol;lifespan;sugar;labels
80.9;175.0;107.9;1.1;4.7;0.6;79.7;3.6;0
92.7;173.0;73.7;1.3;0.2;0.9;92.9;5.8;0
81.8;193.0;95.1;3.3;2.0;1.0;83.2;6.0;0
78.5;167.0;111.9;2.5;19.2;0.5;73.6;7.7;0
98.9;156.0;87.0;2.2;6.3;3.5;96.8;2.0;0
79.1;196.0;109.1;4.0;5.9;1.4;80.9;1.7;0
72.9;188.0;94.9;3.1;3.1;4.0;74.6;4.3;0
77.0;189.0;82.5;1.6;14.0;0.5;73.5;5.1;0
76.1;176.0;66.6;3.8;9.6;4.4;76.2;3.5;0
65.6;203.0;80.4;3.0;5.4;1.7;65.9;6.0;0
86.3;183.0;83.6;4.1;7.8;2.0;88.6;0.9;0
83.6;189.0;64.7;0.9;0.5;0.4;83.9;2.6;0
82.7;196.0;92.7;2.2;19.2;1.6;80.3;6.0;0
82.4;158.0;95.5;1.6;20.0;5.1;76.0;2.8;0
77.3;196.0;146.0;3.9;18.4;0.4;75.8;8.0;0
70.1;203.0;123.1;5.4;16.7;0.1;73.5;10.1;0
80.5;205.0;53.8;1.8;8.2;1.2;79.8;7.9;0
89.3;195.0;86.0;4.3;2.4;0.1;90.9;5.5;0
93.4;194.0;62.9;2.6;12.9;0.4;91.0;7.7;0
80.7;173.0;71.0;2.1;20.4;0.7;75.1;2.4;0
79.0;192.0;93.7;3.3;3.3;2.1;79.3;5.6;0
84.7;172.0;73.6;3.5;0.4;1.4;87.3;3.7;0
80.5;177.0;78.2;3.1;18.0;0.5;78.7;8.7;0
68.8;184.0;104.8;1.7;5.7;5.5;67.2;5.4;0
85.0;189.0;77.0;2.4;19.3;2.6;79.3;8.4;0
79.7;182.0;102.7;3.8;8.9;1.0;80.4;8.3;0
77.9;173.0;86.0;2.6;15.9;5.5;72.4;5.8;0
76.2;178.0;154.3;2.9;21.3;1.7;68.3;5.8;0
85.2;204.0;89.3;2.0;13.0;2.8;83.8;2.9;0
79.6;205.0;77.7;1.8;16.8;4.5;74.8;5.5;0
89.7;155.0;75.5;0.9;0.0;0.6;89.1;7.8;0
91.7;194.0;82.9;0.9;10.2;1.0;89.4;5.2;0
87.3;199.0;90.5;2.6;21.7;1.0;83.5;6.6;0
90.3;173.0;61.3;4.5;18.8;2.1;87.6;6.8;0
76.2;174.0;110.8;2.4;14.0;0.4;71.1;10.5;0
86.6;180.0;84.5;1.4;1.8;4.7;85.6;6.5;0
78.4;191.0;120.1;2.0;17.1;3.9;74.8;4.9;0
77.8;209.0;118.8;1.4;21.4;1.1;73.6;4.8;0
74.9;190.0;61.5;2.7;0.6;1.7;76.9;4.0;0
98.3;182.0;64.2;4.5;22.0;0.4;96.3;3.9;0
68.3;179.0;114.4;3.3;1.5;4.1;69.2;5.5;0
79.1;164.0;66.3;2.5;19.7;4.2;72.9;6.5;0
77.3;180.0;75.1;3.2;4.7;2.5;77.7;5.0;0
80.3;196.0;77.5;1.7;19.1;0.8;76.4;7.6;0
64.5;188.0;129.4;2.5;10.8;3.8;59.7;6.3;0
78.0;197.0;116.8;4.4;14.3;4.4;72.3;11.1;0
89.1;193.0;115.3;1.3;6.3;3.6;87.1;11.9;0
91.3;197.0;85.9;3.3;14.2;0.4;89.7;8.6;0
68.3;172.0;51.3;1.5;19.1;4.4;63.1;9.9;0
74.3;200.0;100.1;3.0;6.9;4.9;73.0;5.5;0
86.0;176.0;112.1;2.6;14.4;1.8;82.8;3.9;0
76.0;184.0;97.7;2.8;1.1;0.5;76.4;6.1;0
86.1;179.0;53.6;2.9;15.6;0.7;82.3;4.8;0
69.6;206.0;92.5;1.2;13.9;0.7;64.8;11.4;0
91.9;166.0;149.6;1.7;15.5;0.5;83.5;7.5;0
91.9;197.0;117.0;3.8;0.0;0.5;93.2;6.7;0
78.6;208.0;72.4;3.7;11.5;4.0;76.9;10.3;0
89.0;187.0;98.6;2.4;21.9;0.4;83.1;6.4;0
84.9;176.0;70.0;1.6;17.0;1.4;81.9;5.5;0
94.9;182.0;82.7;2.9;9.1;3.9;95.2;7.4;0
83.6;190.0;57.2;2.1;11.7;0.2;80.3;9.7;0
79.5;193.0;85.7;1.2;16.3;3.2;73.6;5.8;0
85.1;180.0;119.3;4.8;0.3;2.4;87.1;3.2;0
92.7;172.0;98.1;3.0;9.2;0.4;92.5;8.0;0
81.2;177.0;123.5;3.4;2.8;0.7;81.8;7.0;0
83.1;177.0;73.6;1.2;7.1;0.7;80.9;11.7;0
79.3;163.0;91.8;3.1;13.4;3.6;75.1;11.6;0
82.5;188.0;120.8;2.4;18.7;5.1;80.8;6.7;0
78.0;185.0;89.0;2.6;0.2;0.8;79.0;8.8;0
81.9;170.0;91.1;1.7;11.0;1.3;77.9;9.6;0
94.5;178.0;100.1;3.4;13.4;1.2;92.3;9.4;0
76.6;199.0;62.1;1.5;8.0;1.4;75.7;5.0;0
85.6;207.0;89.7;3.8;15.5;3.9;83.5;7.0;0
82.3;188.0;105.9;1.6;18.3;0.2;79.2;2.6;0
86.7;175.0;99.7;3.0;8.7;0.5;85.4;3.2;0
100.5;173.0;145.9;1.4;10.4;1.0;94.6;9.8;0
81.7;164.0;70.4;1.4;0.8;3.0;80.7;7.6;0
70.3;178.0;112.5;1.7;1.1;3.5;68.7;6.7;0
84.5;177.0;81.7;2.2;10.1;0.6;81.9;8.1;0
84.3;203.0;108.9;1.7;10.4;0.4;82.2;10.7;0
85.5;177.0;124.6;2.8;2.3;3.9;84.1;4.5;0
81.7;188.0;87.7;2.6;10.7;1.9;79.4;2.2;0
88.3;187.0;98.7;4.8;11.8;4.7;87.8;3.0;0
71.8;182.0;73.0;1.5;3.0;5.1;70.8;5.1;0
85.5;161.0;60.4;2.6;10.2;0.4;84.7;5.6;0
88.1;185.0;118.0;4.5;18.4;5.8;85.4;7.7;0
74.3;194.0;99.1;1.0;10.7;1.0;71.7;5.3;0
86.2;177.0;71.5;2.6;1.1;5.0;86.4;6.9;0
81.8;170.0;154.5;2.9;15.1;1.9;73.6;7.8;0
87.2;187.0;72.4;2.2;1.0;3.4;87.1;7.4;0
90.0;186.0;130.0;5.4;0.2;1.4;92.6;10.0;0
77.2;208.0;69.5;2.5;18.5;0.9;73.0;11.8;0
73.5;183.0;68.8;4.0;16.9;0.2;71.4;3.9;0
73.6;189.0;98.9;0.5;0.0;4.7;71.7;9.2;0
78.1;187.0;120.4;1.8;8.3;1.6;76.2;4.2;0
79.8;201.0;69.3;1.1;1.0;1.0;79.6;7.5;0
64.3;178.0;87.7;2.8;0.1;0.8;65.7;7.7;0
78.5;158.0;100.4;1.6;1.2;1.8;78.1;3.7;0
82.5;181.0;85.7;1.7;1.0;1.1;82.5;8.1;0
77.7;191.0;71.7;0.2;9.7;4.3;73.6;2.6;0
83.2;189.0;113.8;1.9;15.1;1.2;80.1;10.5;0
95.9;180.0;84.0;1.1;3.0;5.7;94.5;2.4;0
85.9;195.0;112.6;3.6;11.1;0.8;83.5;4.6;0
76.7;171.0;122.9;0.9;13.0;0.4;72.4;6.9;0
83.3;195.0;99.8;1.7;11.9;1.0;80.5;11.6;0
88.6;166.0;116.5;2.7;8.2;0.2;85.6;6.9;0
75.8;185.0;74.0;2.6;18.1;0.6;72.3;1.7;0
91.4;203.0;67.5;1.0;0.4;3.8;90.7;7.7;0
90.8;164.0;58.9;1.5;6.4;4.8;88.9;4.6;0
93.8;184.0;108.3;2.2;7.1;5.9;91.9;11.6;0
82.6;180.0;70.1;1.8;10.7;1.3;81.8;6.4;0
80.1;197.0;85.4;3.5;18.2;1.0;75.8;8.0;0
66.1;191.0;130.2;1.4;6.6;3.5;64.0;7.6;0
80.2;170.0;56.9;1.5;2.9;3.5;78.9;3.0;0
74.6;181.0;137.2;2.2;19.1;0.9;69.9;8.0;0
84.4;197.0;76.1;2.3;4.3;0.5;84.0;6.3;0
85.9;196.0;94.0;1.8;4.6;0.3;86.2;4.0;0
85.3;193.0;127.7;1.5;4.6;4.8;82.9;6.8;0
95.9;170.0;86.3;4.3;7.5;2.7;97.3;4.7;0
78.1;168.0;125.0;3.5;16.1;2.4;76.9;5.6;0
74.3;206.0;57.3;3.0;17.6;3.2;71.2;6.9;0
86.0;186.0;93.1;0.3;0.1;5.5;83.7;5.0;0
75.9;179.0;121.2;3.5;19.7;4.0;71.4;8.6;0
81.0;208.0;134.9;1.6;10.3;0.8;78.3;4.6;0
85.8;181.0;113.9;1.9;10.9;4.0;82.5;7.9;0
83.4;173.0;115.2;1.4;1.5;3.8;82.2;10.2;0
87.6;175.0;53.9;2.4;3.9;2.2;87.0;6.2;0
81.4;178.0;98.2;3.1;21.0;2.0;77.1;6.0;0
75.5;195.0;135.0;1.8;12.8;3.8;71.4;6.4;0
80.0;188.0;61.0;1.6;20.5;0.7;75.5;7.1;0
76.4;198.0;75.3;2.3;14.7;0.7;74.3;3.6;0
92.4;167.0;115.8;1.7;20.9;1.4;85.5;6.1;0
78.0;197.0;129.9;3.6;5.9;1.1;77.3;2.0;0
86.4;181.0;76.6;4.5;1.1;0.3;88.1;5.6;0
84.6;183.0;111.5;1.9;16.9;4.4;80.5;4.8;0
84.9;188.0;78.4;2.3;21.5;1.0;78.8;4.9;0
79.9;176.0;96.8;2.5;12.6;1.5;77.1;7.8;0
84.1;176.0;153.9;4.2;20.5;0.2;80.6;11.5;0
74.8;172.0;96.6;1.0;13.4;2.5;69.8;1.8;0
76.1;186.0;111.7;2.5;13.9;5.3;75.4;8.5;0
74.3;186.0;90.9;3.7;0.1;0.4;76.2;7.0;0
73.4;196.0;73.1;4.4;11.6;0.4;74.9;3.8;0
81.3;177.0;95.6;2.1;17.3;1.2;74.8;9.2;0
73.6;183.0;72.0;2.9;19.1;1.6;69.5;9.8;0
93.9;160.0;88.7;4.7;5.6;2.7;95.2;6.0;0
98.1;206.0;78.7;2.8;21.9;2.1;91.9;5.6;0
81.1;182.0;159.0;3.2;18.8;0.4;73.2;3.5;0
92.5;164.0;68.1;1.5;0.7;1.2;92.3;12.9;0
86.0;203.0;88.3;1.4;16.4;2.7;82.1;8.5;0
70.2;177.0;77.4;2.2;0.2;0.0;71.1;4.6;0
74.7;183.0;55.4;1.8;0.1;5.0;75.2;4.4;0
80.9;205.0;124.5;2.5;3.4;1.2;80.2;9.0;0
71.6;173.0;51.1;2.8;1.1;0.5;72.8;9.2;0
77.0;173.0;50.0;3.5;0.3;0.5;78.9;3.3;0
77.2;178.0;106.9;4.7;8.6;3.1;77.3;6.5;0
86.7;185.0;102.9;4.1;19.5;4.7;77.8;12.9;0
82.1;173.0;88.3;1.6;20.1;0.5;75.6;7.8;0
83.5;186.0;96.3;2.3;11.4;0.4;81.1;8.0;0
79.6;197.0;65.7;1.7;0.2;0.9;80.7;6.0;0
86.3;181.0;120.9;4.8;12.7;0.1;86.6;9.4;0
102.1;184.0;104.6;1.2;0.3;4.1;100.9;9.0;1
89.7;174.0;161.3;2.7;19.1;0.8;81.8;5.6;0
92.9;167.0;159.0;0.2;20.8;5.2;79.9;7.5;0
84.7;211.0;102.9;0.6;19.7;0.7;78.6;6.9;0
82.6;201.0;67.3;2.9;3.3;3.8;82.9;4.8;0
89.1;174.0;53.5;2.4;8.5;0.6;87.5;7.5;0
82.5;190.0;78.6;1.5;10.5;0.2;80.7;8.4;0
90.6;189.0;141.0;1.0;9.2;5.7;84.9;7.5;0
79.4;180.0;116.3;5.4;17.2;2.2;75.3;8.2;0
69.2;191.0;81.5;2.9;20.9;0.8;65.9;4.7;0
75.6;172.0;68.4;2.9;8.5;5.0;73.3;2.4;0
80.7;196.0;102.4;4.0;7.5;1.4;79.7;4.3;0
85.8;171.0;79.3;3.3;0.1;4.1;86.4;3.5;0
71.0;166.0;109.1;1.4;0.2;4.8;69.2;9.2;0
72.1;188.0;136.8;3.6;4.2;0.5;71.1;11.0;0
82.0;194.0;64.7;1.7;5.5;0.5;81.8;1.9;0
76.1;183.0;67.2;2.0;1.1;1.8;76.9;6.4;0
79.9;205.0;103.7;1.6;18.2;0.3;73.5;3.3;0
75.2;174.0;61.7;2.4;1.1;1.2;76.4;4.7;0
95.1;170.0;92.7;1.9;13.8;0.9;92.0;3.1;0
76.3;213.0;127.6;4.0;9.8;0.7;75.6;3.6;0
73.4;179.0;82.7;2.7;1.5;0.8;74.1;2.4;0
96.6;196.0;98.2;4.3;13.9;1.8;94.3;7.1;0
81.9;170.0;97.9;1.8;11.3;1.1;79.4;8.1;0
90.9;185.0;86.7;0.5;6.9;3.2;88.4;9.8;0
84.4;160.0;70.2;1.0;21.0;2.1;79.4;6.7;0
78.6;182.0;83.2;2.2;7.9;1.7;77.2;8.1;0
80.2;173.0;95.2;4.9;5.8;0.5;82.3;3.9;0
78.0;207.0;59.7;3.0;17.3;0.5;75.3;7.6;0
100.4;189.0;76.0;3.7;6.3;0.5;100.2;6.7;0
86.0;199.0;132.3;1.5;18.5;1.1;82.2;6.8;0
79.9;175.0;92.7;4.4;4.5;1.8;82.0;4.9;0
82.0;175.0;99.8;1.1;0.6;5.3;79.9;6.4;0
72.2;170.0;108.6;1.2;13.6;0.6;67.0;5.1;0
79.0;174.0;95.3;1.9;7.6;2.4;76.4;6.4;0
102.1;202.0;133.0;0.5;0.3;4.0;100.4;3.4;0
98.1;174.0;84.4;1.4;3.1;1.1;96.9;4.8;0
81.4;194.0;68.3;1.1;15.8;1.9;77.1;9.7;0
68.7;172.0;73.4;3.9;6.3;3.2;68.0;5.3;0
100.9;179.0;105.2;5.1;16.7;4.0;98.1;6.9;0
78.1;181.0;94.7;1.6;5.2;1.4;77.0;6.7;0
81.6;183.0;59.4;1.6;1.1;2.9;81.7;7.9;0
83.2;202.0;99.5;2.5;4.0;0.5;83.7;6.1;0
74.9;205.0;99.0;2.4;13.4;0.7;71.9;6.3;0
81.9;193.0;95.6;1.4;9.0;3.5;79.1;4.1;0
98.3;193.0;95.2;1.5;0.1;1.7;99.3;6.3;0
80.1;176.0;55.0;0.5;12.5;5.1;75.3;10.3;0
81.4;186.0;67.6;3.8;10.9;0.4;79.2;4.6;0
79.2;187.0;63.1;0.7;3.3;2.0;78.6;2.3;0
91.1;178.0;61.5;2.1;2.5;5.8;90.5;11.1;0
93.8;173.0;151.7;1.5;6.2;1.4;89.9;4.8;0
74.7;196.0;111.1;3.5;17.3;0.3;72.7;7.0;0
80.5;182.0;60.9;2.7;19.0;2.0;76.6;5.4;0
82.7;192.0;92.8;4.0;6.3;0.6;84.0;6.5;0
102.1;186.0;57.4;1.8;10.8;5.3;98.6;10.9;0
78.4;187.0;57.7;1.3;19.8;5.1;72.5;8.2;0
79.5;173.0;124.7;1.4;1.6;0.6;77.6;8.2;0
94.1;190.0;85.1;2.6;19.8;5.3;88.0;13.4;0
100.1;174.0;75.0;1.6;22.1;1.0;93.8;2.0;0
91.4;178.0;50.6;2.4;0.3;4.9;91.2;9.9;0
90.3;171.0;73.7;2.8;13.3;2.4;87.1;4.5;0
73.9;192.0;120.2;1.9;0.3;0.6;74.3;3.3;0
77.7;165.0;90.2;1.0;8.2;0.3;75.3;6.4;0
93.0;180.0;73.8;3.2;19.5;1.3;89.1;2.1;0
96.0;171.0;60.7;3.9;16.1;4.9;93.5;6.2;0
89.8;183.0;82.4;1.7;0.3;5.2;88.6;7.2;0
83.5;191.0;115.0;4.1;8.6;2.1;84.4;7.1;0
78.1;195.0;115.5;0.7;17.3;4.2;73.3;8.6;0
80.7;199.0;71.1;5.4;1.8;0.1;83.1;7.5;0
85.4;212.0;85.6;2.2;1.0;4.7;85.6;6.3;0
91.5;189.0;121.5;4.0;13.4;4.9;88.7;5.8;0
91.6;188.0;159.1;1.4;6.0;2.9;86.9;5.5;0
87.6;175.0;85.0;2.9;13.9;3.4;83.6;8.6;0
88.6;179.0;56.9;0.6;0.4;2.7;88.3;2.0;0
85.9;187.0;53.4;0.9;0.2;0.8;86.0;6.2;0
73.3;171.0;58.2;3.3;13.6;1.7;71.8;5.1;0
91.1;186.0;69.4;2.3;21.7;0.7;87.9;1.5;0
77.3;177.0;84.6;1.8;5.1;5.2;75.1;11.6;0
86.1;173.0;125.8;1.3;21.4;1.4;76.9;4.9;0
64.0;209.0;95.3;1.8;0.1;5.8;63.2;3.9;0
90.7;179.0;62.4;2.3;21.8;4.5;87.7;9.4;0
89.5;192.0;111.0;3.0;8.0;0.5;88.1;6.1;0
89.0;183.0;102.0;3.2;8.6;0.9;88.4;6.9;0
76.8;179.0;102.9;3.3;18.5;0.2;74.1;7.3;0
70.7;206.0;144.2;3.7;19.8;1.3;70.5;4.2;0
84.0;192.0;81.0;2.0;0.3;0.4;85.0;4.1;0
78.4;179.0;84.5;1.2;7.1;0.6;77.0;8.5;0
83.4;187.0;55.6;0.9;9.4;1.2;82.5;4.4;0
78.1;186.0;91.0;2.3;0.4;2.6;79.4;5.2;0
79.3;189.0;76.5;3.6;4.6;4.7;79.9;8.4;0
96.2;190.0;117.0;1.5;5.0;4.7;94.9;3.9;0
79.9;171.0;105.7;3.0;17.8;0.6;76.7;1.8;0
85.0;180.0;66.1;3.6;0.5;0.6;87.6;5.0;0
81.0;164.0;59.3;2.2;7.7;3.4;79.8;7.8;0
83.0;180.0;140.9;3.3;16.7;4.0;76.7;10.6;0
78.0;163.0;112.9;3.3;11.0;4.7;73.3;9.6;0
89.4;188.0;56.9;1.4;10.5;0.1;86.2;2.7;0
76.3;184.0;115.5;3.9;5.5;1.6;74.5;7.3;0
76.7;192.0;149.7;2.4;12.4;0.5;75.2;6.2;0
85.8;199.0;80.9;2.8;21.7;3.7;79.4;5.9;0
87.2;175.0;102.7;2.2;4.2;1.2;86.5;1.7;0
83.6;203.0;91.7;2.0;20.2;4.3;78.2;7.3;0
79.4;207.0;59.9;3.6;13.3;5.1;75.3;13.4;0
83.9;179.0;53.7;0.8;6.4;0.3;80.8;11.8;0
85.3;200.0;76.2;3.1;19.9;0.3;82.7;2.5;0
86.0;207.0;64.6;1.4;19.4;1.2;83.3;6.1;0
101.4;176.0;69.9;1.2;19.0;1.9;93.2;5.9;0
75.6;187.0;157.3;2.1;14.0;4.5;69.8;3.8;0
72.0;164.0;55.9;0.9;8.9;2.9;69.3;8.2;0
78.9;183.0;102.6;4.6;0.7;0.6;82.7;7.6;0
75.1;172.0;142.2;1.1;22.2;1.8;68.1;2.7;0
76.6;174.0;76.8;2.4;12.5;0.5;74.9;8.9;0
87.3;175.0;62.3;3.5;3.6;0.2;88.7;5.1;0
82.3;199.0;53.4;2.1;22.0;4.6;76.8;1.6;0
79.8;175.0;125.9;4.6;18.6;0.5;76.3;5.1;0
75.7;199.0;63.4;3.8;0.5;4.9;77.4;3.6;0
86.0;175.0;60.7;1.2;0.2;1.0;86.0;7.2;0
77.9;196.0;84.8;1.8;5.7;1.3;77.8;1.9;0
87.3;186.0;128.9;2.5;4.3;5.1;85.8;3.0;0
87.8;163.0;109.9;4.6;20.8;2.6;84.9;4.6;0
82.1;169.0;91.8;4.2;1.3;4.1;82.8;3.6;0
79.7;184.0;117.7;4.1;7.1;4.0;78.5;7.9;0
65.2;184.0;71.9;1.8;10.4;0.8;63.2;8.8;0
78.6;182.0;54.0;2.6;17.5;1.0;74.1;5.7;0
79.8;158.0;122.3;3.0;21.0;5.2;70.5;4.0;0
69.6;193.0;92.4;1.8;20.1;2.4;64.2;2.4;0
83.7;171.0;85.5;1.7;16.0;4.9;77.3;9.2;0
77.3;192.0;101.6;1.9;3.0;4.9;76.2;2.7;0
85.1;192.0;105.4;1.6;16.3;1.4;80.0;11.9;0
78.6;168.0;128.6;3.3;0.6;1.3;78.3;8.1;0
94.7;170.0;64.2;0.5;5.5;0.4;93.2;3.6;0
81.5;187.0;97.0;0.6;16.8;0.8;76.2;3.6;0
90.5;195.0;95.5;2.0;10.7;1.2;88.8;8.5;0
69.8;195.0;60.9;1.9;13.9;0.9;68.0;8.6;0
92.6;175.0;128.8;2.1;17.8;4.1;87.6;4.0;0
87.5;191.0;67.7;3.4;17.2;0.5;86.5;1.5;0
77.7;182.0;54.7;2.8;17.2;1.0;74.6;7.0;0
83.5;191.0;96.1;3.8;20.4;1.2;82.0;3.6;0
79.6;173.0;113.5;2.8;4.8;0.3;78.1;3.1;0
91.1;201.0;78.3;1.4;16.0;1.3;87.7;8.0;0
85.5;167.0;124.8;2.3;6.9;0.6;83.0;6.5;0
76.8;176.0;89.8;1.4;9.7;0.6;75.0;1.9;0
81.1;184.0;122.6;0.6;7.6;0.5;77.3;4.6;0
75.5;202.0;82.4;3.4;13.8;0.9;72.8;9.3;0
67.4;175.0;62.0;3.2;7.0;1.9;66.8;6.2;0
76.5;159.0;82.3;1.1;0.4;0.9;76.0;10.0;0
69.4;174.0;71.1;0.9;13.1;0.7;65.9;5.2;0
90.1;161.0;146.3;2.5;1.1;3.9;85.8;11.1;0
68.1;155.0;77.3;1.6;19.1;1.4;63.0;6.2;0
75.8;180.0;108.6;2.9;11.8;2.2;73.8;6.8;0
83.3;177.0;84.7;4.0;16.3;0.5;80.9;12.8;0
79.2;183.0;80.9;2.3;6.4;1.2;78.7;5.0;0
75.7;161.0;94.4;1.5;3.8;1.8;74.3;6.7;0
77.3;195.0;105.6;0.9;4.4;4.8;76.4;7.8;0
74.4;188.0;76.0;4.5;4.8;4.0;76.5;6.6;0
78.7;193.0;113.3;1.4;15.6;5.0;73.2;3.7;0
82.5;214.0;116.4;1.3;8.5;5.6;80.1;6.7;0
74.7;165.0;107.7;1.2;0.3;0.7;73.6;7.7;0
84.2;154.0;116.6;3.1;16.3;1.3;79.4;3.9;0
78.8;192.0;84.3;1.8;16.7;4.4;75.0;8.8;0
82.9;187.0;122.4;1.2;3.8;1.2;81.1;3.3;0
96.1;202.0;121.2;0.8;18.8;0.7;90.2;3.9;0
88.8;160.0;108.2;1.2;0.2;1.8;86.8;5.9;0
77.8;179.0;110.4;2.5;15.3;2.7;73.2;8.4;0
92.8;192.0;110.6;1.7;22.0;1.3;86.1;5.8;0
83.5;178.0;55.9;1.1;10.5;0.8;80.4;7.9;0
91.1;179.0;125.7;3.6;0.2;3.9;92.2;4.1;0
80.6;170.0;86.9;1.6;2.9;1.8;79.8;8.5;0
92.5;162.0;94.0;2.8;14.7;3.5;88.0;7.0;0
89.1;162.0;60.9;3.4;2.2;4.6;89.3;10.4;0
88.5;182.0;95.2;4.0;0.9;3.3;90.4;6.7;0
68.8;191.0;91.6;3.4;21.7;1.2;66.4;3.4;0
75.1;167.0;151.3;2.6;3.8;4.1;71.4;3.4;0
96.3;175.0;68.2;1.4;9.9;0.8;93.9;8.0;0
84.9;182.0;90.8;3.5;3.2;1.2;85.0;9.3;0
89.3;160.0;161.7;2.5;1.9;0.8;82.5;9.9;0
80.1;158.0;95.4;1.7;0.6;5.8;78.2;7.5;0
82.7;184.0;116.6;3.5;21.2;4.6;78.4;4.3;0
70.4;165.0;104.4;2.4;1.8;0.3;69.9;8.4;0
80.4;170.0;65.8;3.0;10.7;0.2;79.4;7.3;0
86.4;183.0;74.2;1.8;0.4;0.7;87.0;4.2;0
81.1;180.0;133.8;1.7;20.4;1.7;75.6;7.8;0
70.1;193.0;57.1;3.3;8.0;0.7;70.4;10.9;0
73.2;192.0;118.8;2.8;14.2;0.3;72.1;8.4;0
99.3;173.0;109.9;2.4;19.5;0.3;95.0;12.0;0
85.6;174.0;122.5;1.1;15.2;0.7;79.8;4.8;0
83.3;187.0;102.8;1.7;15.5;4.3;77.8;4.1;0
90.7;173.0;71.9;3.2;3.8;5.1;89.5;9.4;0
77.4;205.0;64.8;1.3;8.5;5.5;74.2;6.0;0
79.4;156.0;115.3;5.1;0.7;5.9;78.1;10.2;0
81.5;172.0;113.0;4.2;4.4;2.6;81.7;5.5;0
78.8;177.0;100.3;1.3;20.8;4.1;71.1;8.9;0
74.6;180.0;101.1;0.5;20.2;0.3;66.5;6.3;0
91.7;184.0;81.4;4.2;22.0;5.2;86.6;7.9;0
67.6;168.0;123.4;0.8;0.4;0.3;65.6;6.1;0
70.9;177.0;88.5;2.6;0.8;0.4;72.3;4.6;0
85.9;167.0;102.1;2.3;15.8;1.4;82.0;3.0;0
80.5;180.0;140.6;1.7;19.6;5.9;70.3;11.3;0
77.6;171.0;68.2;1.0;6.7;1.8;75.1;9.6;0
86.2;200.0;100.8;1.4;20.4;0.5;79.5;8.5;0
90.6;194.0;106.2;1.9;9.4;2.1;88.0;8.5;0
78.0;201.0;83.2;2.7;13.1;3.1;75.4;8.8;0
79.4;174.0;102.9;4.0;16.4;4.4;76.4;3.1;0
89.6;180.0;57.9;3.8;5.9;4.6;89.2;7.7;0
83.8;190.0;78.2;2.8;5.7;3.4;83.6;5.3;0
84.0;195.0;163.5;2.7;2.8;1.0;83.1;5.7;0
71.5;191.0;61.4;2.7;6.6;4.0;71.7;5.1;0
92.6;181.0;57.6;2.9;16.6;1.0;91.0;11.1;0
85.1;185.0;123.7;1.9;0.0;0.5;85.8;7.5;0
75.2;176.0;110.9;1.6;21.3;0.4;67.7;5.3;0
93.8;176.0;144.0;1.0;14.9;0.6;87.0;8.5;0
87.2;176.0;56.1;1.4;14.0;4.4;86.5;4.7;0
90.5;199.0;119.6;2.1;8.2;1.9;89.0;8.0;0
86.8;176.0;74.8;4.5;2.4;1.1;87.4;12.8;0
98.0;173.0;118.6;1.8;2.4;0.3;97.1;5.7;0
88.2;181.0;75.5;3.4;14.5;0.4;86.1;9.5;0
98.5;188.0;76.0;1.4;3.5;2.6;97.5;5.8;0
81.0;165.0;80.5;1.0;0.6;0.6;80.6;10.0;0
94.2;171.0;66.7;0.3;0.0;2.1;93.6;7.5;0
86.5;176.0;78.2;1.3;1.2;0.3;87.0;8.7;0
84.4;197.0;94.7;3.3;19.5;0.2;82.1;7.7;0
82.3;164.0;85.6;1.1;13.0;3.1;76.6;10.7;0
90.0;202.0;76.9;2.0;1.8;3.5;89.5;2.2;0
87.0;189.0;108.2;4.3;11.9;4.2;84.7;3.8;0
88.2;170.0;78.4;1.7;7.2;4.6;84.6;6.1;0
92.0;187.0;112.9;4.3;18.3;1.4;89.6;6.4;0
84.8;169.0;75.1;0.5;4.5;1.5;83.4;2.8;0
81.1;180.0;60.7;1.9;11.3;5.7;76.6;6.7;0
83.4;181.0;52.6;1.9;0.4;0.9;84.9;2.7;0
78.3;198.0;102.0;3.9;14.2;0.3;74.7;7.5;0
75.9;178.0;56.3;3.7;20.9;2.8;72.7;2.9;0
80.6;169.0;69.5;2.6;13.4;0.4;79.8;8.3;0
81.5;181.0;117.8;3.8;0.6;5.0;81.6;5.1;0
76.7;183.0;87.7;5.4;19.1;0.3;78.3;1.6;0
78.4;183.0;109.4;1.5;0.9;3.5;77.7;5.6;0
79.6;179.0;124.3;1.7;13.0;0.3;76.0;3.8;0
79.8;198.0;52.4;1.2;6.0;2.5;77.6;5.7;0
76.0;163.0;93.6;3.8;0.5;0.6;77.1;7.4;0
81.7;167.0;73.5;1.9;0.3;4.4;82.4;5.3;0
80.8;178.0;75.5;3.0;9.7;0.6;80.2;8.3;0
85.7;192.0;102.0;4.1;0.0;5.1;87.5;4.5;0
92.8;201.0;57.9;3.6;9.2;0.6;90.1;6.1;0
80.7;191.0;88.0;1.5;0.1;3.5;80.7;3.8;0
75.1;174.0;122.8;1.1;11.5;2.5;70.0;5.4;0
73.3;162.0;87.2;1.7;8.8;4.3;70.4;10.2;0
82.9;177.0;93.0;4.3;18.3;0.3;80.3;3.6;0
84.6;189.0;124.1;1.6;18.7;2.0;80.2;11.2;0
84.4;182.0;79.4;4.2;12.7;0.5;83.4;6.5;0
90.2;178.0;98.0;3.1;13.3;0.2;87.0;6.3;0
89.8;179.0;113.1;1.9;19.1;4.6;83.5;9.2;0
