,genetic,length,mass,exercise,smoking,alcohol,sugar,lifespan
819,80.9,175.0,107.9,1.1,4.7,0.6,3.6,79.7
820,92.7,173.0,73.7,1.3,0.2,0.9,5.8,92.9
821,81.8,193.0,95.1,3.3,2.0,1.0,6.0,83.2
822,78.5,167.0,111.9,2.5,19.2,0.5,7.7,73.6
823,98.9,156.0,87.0,2.2,6.3,3.5,2.0,96.8
824,79.1,196.0,109.1,4.0,5.9,1.4,1.7,80.9
825,72.9,188.0,94.9,3.1,3.1,4.0,4.3,74.6
826,77.0,189.0,82.5,1.6,14.0,0.5,5.1,73.5
827,76.1,176.0,66.6,3.8,9.6,4.4,3.5,76.2
828,65.6,203.0,80.4,3.0,5.4,1.7,6.0,65.9
829,86.3,183.0,83.6,4.1,7.8,2.0,0.9,88.6
830,83.6,189.0,64.7,0.9,0.5,0.4,2.6,83.9
831,82.7,196.0,92.7,2.2,19.2,1.6,6.0,80.3
832,82.4,158.0,95.5,1.6,20.0,5.1,2.8,76.0
833,77.3,196.0,146.0,3.9,18.4,0.4,8.0,75.8
834,70.1,203.0,123.1,5.4,16.7,0.1,10.1,73.5
835,80.5,205.0,53.8,1.8,8.2,1.2,7.9,79.8
836,89.3,195.0,86.0,4.3,2.4,0.1,5.5,90.9
837,93.4,194.0,62.9,2.6,12.9,0.4,7.7,91.0
838,80.7,173.0,71.0,2.1,20.4,0.7,2.4,75.1
839,79.0,192.0,93.7,3.3,3.3,2.1,5.6,79.3
840,84.7,172.0,73.6,3.5,0.4,1.4,3.7,87.3
841,80.5,177.0,78.2,3.1,18.0,0.5,8.7,78.7
842,68.8,184.0,104.8,1.7,5.7,5.5,5.4,67.2
843,85.0,189.0,77.0,2.4,19.3,2.6,8.4,79.3
844,79.7,182.0,102.7,3.8,8.9,1.0,8.3,80.4
845,77.9,173.0,86.0,2.6,15.9,5.5,5.8,72.4
846,76.2,178.0,154.3,2.9,21.3,1.7,5.8,68.3
847,85.2,204.0,89.3,2.0,13.0,2.8,2.9,83.8
848,79.6,205.0,77.7,1.8,16.8,4.5,5.5,74.8
849,89.7,155.0,75.5,0.9,0.0,0.6,7.8,89.1
850,91.7,194.0,82.9,0.9,10.2,1.0,5.2,89.4
851,87.3,199.0,90.5,2.6,21.7,1.0,6.6,83.5
852,90.3,173.0,61.3,4.5,18.8,2.1,6.8,87.6
853,76.2,174.0,110.8,2.4,14.0,0.4,10.5,71.1
854,86.6,180.0,84.5,1.4,1.8,4.7,6.5,85.6
855,78.4,191.0,120.1,2.0,17.1,3.9,4.9,74.8
856,77.8,209.0,118.8,1.4,21.4,1.1,4.8,73.6
857,74.9,190.0,61.5,2.7,0.6,1.7,4.0,76.9
858,98.3,182.0,64.2,4.5,22.0,0.4,3.9,96.3
859,68.3,179.0,114.4,3.3,1.5,4.1,5.5,69.2
860,79.1,164.0,66.3,2.5,19.7,4.2,6.5,72.9
861,77.3,180.0,75.1,3.2,4.7,2.5,5.0,77.7
862,80.3,196.0,77.5,1.7,19.1,0.8,7.6,76.4
863,64.5,188.0,129.4,2.5,10.8,3.8,6.3,59.7
864,78.0,197.0,116.8,4.4,14.3,4.4,11.1,72.3
865,89.1,193.0,115.3,1.3,6.3,3.6,11.9,87.1
866,91.3,197.0,85.9,3.3,14.2,0.4,8.6,89.7
867,68.3,172.0,51.3,1.5,19.1,4.4,9.9,63.1
868,74.3,200.0,100.1,3.0,6.9,4.9,5.5,73.0
869,86.0,176.0,112.1,2.6,14.4,1.8,3.9,82.8
870,76.0,184.0,97.7,2.8,1.1,0.5,6.1,76.4
871,86.1,179.0,53.6,2.9,15.6,0.7,4.8,82.3
872,69.6,206.0,92.5,1.2,13.9,0.7,11.4,64.8
873,91.9,166.0,149.6,1.7,15.5,0.5,7.5,83.5
874,91.9,197.0,117.0,3.8,0.0,0.5,6.7,93.2
875,78.6,208.0,72.4,3.7,11.5,4.0,10.3,76.9
876,89.0,187.0,98.6,2.4,21.9,0.4,6.4,83.1
877,84.9,176.0,70.0,1.6,17.0,1.4,5.5,81.9
878,94.9,182.0,82.7,2.9,9.1,3.9,7.4,95.2
879,83.6,190.0,57.2,2.1,11.7,0.2,9.7,80.3
880,79.5,193.0,85.7,1.2,16.3,3.2,5.8,73.6
881,85.1,180.0,119.3,4.8,0.3,2.4,3.2,87.1
882,92.7,172.0,98.1,3.0,9.2,0.4,8.0,92.5
883,81.2,177.0,123.5,3.4,2.8,0.7,7.0,81.8
884,83.1,177.0,73.6,1.2,7.1,0.7,11.7,80.9
885,79.3,163.0,91.8,3.1,13.4,3.6,11.6,75.1
886,82.5,188.0,120.8,2.4,18.7,5.1,6.7,80.8
887,78.0,185.0,89.0,2.6,0.2,0.8,8.8,79.0
888,81.9,170.0,91.1,1.7,11.0,1.3,9.6,77.9
889,88.1,156.0,112.9,0.7,19.5,0.9,3.0,-1.0
890,94.5,178.0,100.1,3.4,13.4,1.2,9.4,92.3
891,76.6,199.0,62.1,1.5,8.0,1.4,5.0,75.7
892,85.6,207.0,89.7,3.8,15.5,3.9,7.0,83.5
893,82.3,188.0,105.9,1.6,18.3,0.2,2.6,79.2
894,86.7,175.0,99.7,3.0,8.7,0.5,3.2,85.4
895,100.5,173.0,145.9,1.4,10.4,1.0,9.8,94.6
896,81.7,164.0,70.4,1.4,0.8,3.0,7.6,80.7
897,70.3,178.0,112.5,1.7,1.1,3.5,6.7,68.7
898,84.5,177.0,81.7,2.2,10.1,0.6,8.1,81.9
899,84.3,203.0,108.9,1.7,10.4,0.4,10.7,82.2
900,85.5,177.0,124.6,2.8,2.3,3.9,4.5,84.1
901,81.7,188.0,87.7,2.6,10.7,1.9,2.2,79.4
902,88.3,187.0,98.7,4.8,11.8,4.7,3.0,87.8
903,71.8,182.0,73.0,1.5,3.0,5.1,5.1,70.8
904,85.5,161.0,60.4,2.6,10.2,0.4,5.6,84.7
905,88.1,185.0,118.0,4.5,18.4,5.8,7.7,85.4
906,74.3,194.0,99.1,1.0,10.7,1.0,5.3,71.7
907,86.2,177.0,71.5,2.6,1.1,5.0,6.9,86.4
908,81.8,170.0,154.5,2.9,15.1,1.9,7.8,73.6
909,87.2,187.0,72.4,2.2,1.0,3.4,7.4,87.1
910,90.0,186.0,130.0,5.4,0.2,1.4,10.0,92.6
911,77.2,208.0,69.5,2.5,18.5,0.9,11.8,73.0
912,73.5,183.0,68.8,4.0,16.9,0.2,3.9,71.4
913,73.6,189.0,98.9,0.5,0.0,4.7,9.2,71.7
914,78.1,187.0,120.4,1.8,8.3,1.6,4.2,76.2
915,79.8,201.0,69.3,1.1,1.0,1.0,7.5,79.6
916,64.3,178.0,87.7,2.8,0.1,0.8,7.7,65.7
917,78.5,158.0,100.4,1.6,1.2,1.8,3.7,78.1
918,82.5,181.0,85.7,1.7,1.0,1.1,8.1,82.5
919,77.7,191.0,71.7,0.2,9.7,4.3,2.6,73.6
920,83.2,189.0,113.8,1.9,15.1,1.2,10.5,80.1
921,95.9,180.0,84.0,1.1,3.0,5.7,2.4,94.5
922,85.9,195.0,112.6,3.6,11.1,0.8,4.6,83.5
923,76.7,171.0,122.9,0.9,13.0,0.4,6.9,72.4
924,83.3,195.0,99.8,1.7,11.9,1.0,11.6,80.5
925,88.6,166.0,116.5,2.7,8.2,0.2,6.9,85.6
926,75.8,185.0,74.0,2.6,18.1,0.6,1.7,72.3
927,91.4,203.0,67.5,1.0,0.4,3.8,7.7,90.7
928,90.8,164.0,58.9,1.5,6.4,4.8,4.6,88.9
929,93.8,184.0,108.3,2.2,7.1,5.9,11.6,91.9
930,82.6,180.0,70.1,1.8,10.7,1.3,6.4,81.8
931,80.1,197.0,85.4,3.5,18.2,1.0,8.0,75.8
932,66.1,191.0,130.2,1.4,6.6,3.5,7.6,64.0
933,80.2,170.0,56.9,1.5,2.9,3.5,3.0,78.9
934,74.6,181.0,137.2,2.2,19.1,0.9,8.0,69.9
935,84.4,197.0,76.1,2.3,4.3,0.5,6.3,84.0
936,85.9,196.0,94.0,1.8,4.6,0.3,4.0,86.2
937,85.3,193.0,127.7,1.5,4.6,4.8,6.8,82.9
938,95.9,170.0,86.3,4.3,7.5,2.7,4.7,97.3
939,78.1,168.0,125.0,3.5,16.1,2.4,5.6,76.9
940,74.3,206.0,57.3,3.0,17.6,3.2,6.9,71.2
941,86.0,186.0,93.1,0.3,0.1,5.5,5.0,83.7
942,75.9,179.0,121.2,3.5,19.7,4.0,8.6,71.4
943,81.0,208.0,134.9,1.6,10.3,0.8,4.6,78.3
944,85.8,181.0,113.9,1.9,10.9,4.0,7.9,82.5
945,83.4,173.0,115.2,1.4,1.5,3.8,10.2,82.2
946,87.6,175.0,53.9,2.4,3.9,2.2,6.2,87.0
948,81.4,178.0,98.2,3.1,21.0,2.0,6.0,77.1
949,75.5,195.0,135.0,1.8,12.8,3.8,6.4,71.4
950,80.0,188.0,61.0,1.6,20.5,0.7,7.1,75.5
951,76.4,198.0,75.3,2.3,14.7,0.7,3.6,74.3
952,92.4,167.0,115.8,1.7,20.9,1.4,6.1,85.5
953,78.0,197.0,129.9,3.6,5.9,1.1,2.0,77.3
954,86.4,181.0,76.6,4.5,1.1,0.3,5.6,88.1
955,84.6,183.0,111.5,1.9,16.9,4.4,4.8,80.5
956,84.9,188.0,78.4,2.3,21.5,1.0,4.9,78.8
957,79.9,176.0,96.8,2.5,12.6,1.5,7.8,77.1
958,84.1,176.0,153.9,4.2,20.5,0.2,11.5,80.6
959,74.8,172.0,96.6,1.0,13.4,2.5,1.8,69.8
960,76.1,186.0,111.7,2.5,13.9,5.3,8.5,75.4
961,74.3,186.0,90.9,3.7,0.1,0.4,7.0,76.2
962,73.4,196.0,73.1,4.4,11.6,0.4,3.8,74.9
963,81.3,177.0,95.6,2.1,17.3,1.2,9.2,74.8
964,73.6,183.0,72.0,2.9,19.1,1.6,9.8,69.5
965,93.9,160.0,88.7,4.7,5.6,2.7,6.0,95.2
966,98.1,206.0,78.7,2.8,21.9,2.1,5.6,91.9
967,81.1,182.0,159.0,3.2,18.8,0.4,3.5,73.2
968,92.5,164.0,68.1,1.5,0.7,1.2,12.9,92.3
969,86.0,203.0,88.3,1.4,16.4,2.7,8.5,82.1
970,70.2,177.0,77.4,2.2,0.2,0.0,4.6,71.1
971,74.7,183.0,55.4,1.8,0.1,5.0,4.4,75.2
972,80.9,205.0,124.5,2.5,3.4,1.2,9.0,80.2
973,71.6,173.0,51.1,2.8,1.1,0.5,9.2,72.8
974,77.0,173.0,50.0,3.5,0.3,0.5,3.3,78.9
975,77.2,178.0,106.9,4.7,8.6,3.1,6.5,77.3
976,86.7,185.0,102.9,4.1,19.5,4.7,12.9,77.8
977,82.1,173.0,88.3,1.6,20.1,0.5,7.8,75.6
978,83.5,186.0,96.3,2.3,11.4,0.4,8.0,81.1
979,79.6,197.0,65.7,1.7,0.2,0.9,6.0,80.7
980,86.3,181.0,120.9,4.8,12.7,0.1,9.4,86.6
981,102.1,184.0,104.6,1.2,0.3,4.1,9.0,100.9
982,89.7,174.0,161.3,2.7,19.1,0.8,5.6,81.8
983,92.9,167.0,159.0,0.2,20.8,5.2,7.5,79.9
984,84.7,211.0,102.9,0.6,19.7,0.7,6.9,78.6
985,82.6,201.0,67.3,2.9,3.3,3.8,4.8,82.9
986,89.1,174.0,53.5,2.4,8.5,0.6,7.5,87.5
987,82.5,190.0,78.6,1.5,10.5,0.2,8.4,80.7
988,90.6,189.0,141.0,1.0,9.2,5.7,7.5,84.9
989,79.4,180.0,116.3,5.4,17.2,2.2,8.2,75.3
990,69.2,191.0,81.5,2.9,20.9,0.8,4.7,65.9
991,75.6,172.0,68.4,2.9,8.5,5.0,2.4,73.3
992,80.7,196.0,102.4,4.0,7.5,1.4,4.3,79.7
993,85.8,171.0,79.3,3.3,0.1,4.1,3.5,86.4
994,71.0,166.0,109.1,1.4,0.2,4.8,9.2,69.2
995,72.1,188.0,136.8,3.6,4.2,0.5,11.0,71.1
996,82.0,194.0,64.7,1.7,5.5,0.5,1.9,81.8
997,76.1,183.0,67.2,2.0,1.1,1.8,6.4,76.9
998,79.9,205.0,103.7,1.6,18.2,0.3,3.3,73.5
999,75.2,174.0,61.7,2.4,1.1,1.2,4.7,76.4
1000,95.1,170.0,92.7,1.9,13.8,0.9,3.1,92.0
1001,76.3,213.0,127.6,4.0,9.8,0.7,3.6,75.6
1002,73.4,179.0,82.7,2.7,1.5,0.8,2.4,74.1
1003,96.6,196.0,98.2,4.3,13.9,1.8,7.1,94.3
1004,81.9,170.0,97.9,1.8,11.3,1.1,8.1,79.4
1005,90.9,185.0,86.7,0.5,6.9,3.2,9.8,88.4
1006,84.4,160.0,70.2,1.0,21.0,2.1,6.7,79.4
1007,78.6,182.0,83.2,2.2,7.9,1.7,8.1,77.2
1008,80.2,173.0,95.2,4.9,5.8,0.5,3.9,82.3
1009,78.0,207.0,59.7,3.0,17.3,0.5,7.6,75.3
1010,100.4,189.0,76.0,3.7,6.3,0.5,6.7,100.2
1011,86.0,199.0,132.3,1.5,18.5,1.1,6.8,82.2
1012,79.9,175.0,92.7,4.4,4.5,1.8,4.9,82.0
1013,82.0,175.0,99.8,1.1,0.6,5.3,6.4,79.9
1014,72.2,170.0,108.6,1.2,13.6,0.6,5.1,67.0
1015,79.0,174.0,95.3,1.9,7.6,2.4,6.4,76.4
1016,102.1,202.0,133.0,0.5,0.3,4.0,3.4,100.4
1017,98.1,174.0,84.4,1.4,3.1,1.1,4.8,96.9
1018,81.4,194.0,68.3,1.1,15.8,1.9,9.7,77.1
1019,68.7,172.0,73.4,3.9,6.3,3.2,5.3,68.0
1020,100.9,179.0,105.2,5.1,16.7,4.0,6.9,98.1
1021,78.1,181.0,94.7,1.6,5.2,1.4,6.7,77.0
1022,81.6,183.0,59.4,1.6,1.1,2.9,7.9,81.7
1023,83.2,202.0,99.5,2.5,4.0,0.5,6.1,83.7
1024,74.9,205.0,99.0,2.4,13.4,0.7,6.3,71.9
1025,81.9,193.0,95.6,1.4,9.0,3.5,4.1,79.1
1026,98.3,193.0,95.2,1.5,0.1,1.7,6.3,99.3
1027,80.1,176.0,55.0,0.5,12.5,5.1,10.3,75.3
1028,81.4,186.0,67.6,3.8,10.9,0.4,4.6,79.2
1029,79.2,187.0,63.1,0.7,3.3,2.0,2.3,78.6
1030,91.1,178.0,61.5,2.1,2.5,5.8,11.1,90.5
1031,93.8,173.0,151.7,1.5,6.2,1.4,4.8,89.9
1032,74.7,196.0,111.1,3.5,17.3,0.3,7.0,72.7
1033,80.5,182.0,60.9,2.7,19.0,2.0,5.4,76.6
1034,82.7,192.0,92.8,4.0,6.3,0.6,6.5,84.0
1035,102.1,186.0,57.4,1.8,10.8,5.3,10.9,98.6
1036,78.4,187.0,57.7,1.3,19.8,5.1,8.2,72.5
1037,79.5,173.0,124.7,1.4,1.6,0.6,8.2,77.6
1039,94.1,190.0,85.1,2.6,19.8,5.3,13.4,88.0
1040,100.1,174.0,75.0,1.6,22.1,1.0,2.0,93.8
1041,91.4,178.0,50.6,2.4,0.3,4.9,9.9,91.2
1042,90.3,171.0,73.7,2.8,13.3,2.4,4.5,87.1
1043,73.9,192.0,120.2,1.9,0.3,0.6,3.3,74.3
1044,77.7,165.0,90.2,1.0,8.2,0.3,6.4,75.3
1045,93.0,180.0,73.8,3.2,19.5,1.3,2.1,89.1
1046,96.0,171.0,60.7,3.9,16.1,4.9,6.2,93.5
1047,89.8,183.0,82.4,1.7,0.3,5.2,7.2,88.6
1048,83.5,191.0,115.0,4.1,8.6,2.1,7.1,84.4
1049,78.1,195.0,115.5,0.7,17.3,4.2,8.6,73.3
1050,80.7,199.0,71.1,5.4,1.8,0.1,7.5,83.1
1051,85.4,212.0,85.6,2.2,1.0,4.7,6.3,85.6
1052,91.5,189.0,121.5,4.0,13.4,4.9,5.8,88.7
1053,91.6,188.0,159.1,1.4,6.0,2.9,5.5,86.9
1054,87.6,175.0,85.0,2.9,13.9,3.4,8.6,83.6
1055,88.6,179.0,56.9,0.6,0.4,2.7,2.0,88.3
1056,85.9,187.0,53.4,0.9,0.2,0.8,6.2,86.0
1057,73.3,171.0,58.2,3.3,13.6,1.7,5.1,71.8
1058,91.1,186.0,69.4,2.3,21.7,0.7,1.5,87.9
1059,77.3,177.0,84.6,1.8,5.1,5.2,11.6,75.1
1060,86.1,173.0,125.8,1.3,21.4,1.4,4.9,76.9
1061,64.0,209.0,95.3,1.8,0.1,5.8,3.9,63.2
1062,90.7,179.0,62.4,2.3,21.8,4.5,9.4,87.7
1063,89.5,192.0,111.0,3.0,8.0,0.5,6.1,88.1
1064,89.0,183.0,102.0,3.2,8.6,0.9,6.9,88.4
1065,76.8,179.0,102.9,3.3,18.5,0.2,7.3,74.1
1066,70.7,206.0,144.2,3.7,19.8,1.3,4.2,70.5
1067,84.0,192.0,81.0,2.0,0.3,0.4,4.1,85.0
1068,78.4,179.0,84.5,1.2,7.1,0.6,8.5,77.0
1069,83.4,187.0,55.6,0.9,9.4,1.2,4.4,82.5
1070,78.1,186.0,91.0,2.3,0.4,2.6,5.2,79.4
1071,79.3,189.0,76.5,3.6,4.6,4.7,8.4,79.9
1072,96.2,190.0,117.0,1.5,5.0,4.7,3.9,94.9
1073,79.9,171.0,105.7,3.0,17.8,0.6,1.8,76.7
1074,85.0,180.0,66.1,3.6,0.5,0.6,5.0,87.6
1075,81.0,164.0,59.3,2.2,7.7,3.4,7.8,79.8
1076,83.0,180.0,140.9,3.3,16.7,4.0,10.6,76.7
1077,78.0,163.0,112.9,3.3,11.0,4.7,9.6,73.3
1078,89.4,188.0,56.9,1.4,10.5,0.1,2.7,86.2
1079,76.3,184.0,115.5,3.9,5.5,1.6,7.3,74.5
1080,76.7,192.0,149.7,2.4,12.4,0.5,6.2,75.2
1081,85.8,199.0,80.9,2.8,21.7,3.7,5.9,79.4
1082,87.2,175.0,102.7,2.2,4.2,1.2,1.7,86.5
1083,83.6,203.0,91.7,2.0,20.2,4.3,7.3,78.2
1084,79.4,207.0,59.9,3.6,13.3,5.1,13.4,75.3
1085,83.9,179.0,53.7,0.8,6.4,0.3,11.8,80.8
1086,85.3,200.0,76.2,3.1,19.9,0.3,2.5,82.7
1087,86.0,207.0,64.6,1.4,19.4,1.2,6.1,83.3
1088,101.4,176.0,69.9,1.2,19.0,1.9,5.9,93.2
1089,75.6,187.0,157.3,2.1,14.0,4.5,3.8,69.8
1090,72.0,164.0,55.9,0.9,8.9,2.9,8.2,69.3
1091,78.9,183.0,102.6,4.6,0.7,0.6,7.6,82.7
1092,75.1,172.0,142.2,1.1,22.2,1.8,2.7,68.1
1093,76.6,174.0,76.8,2.4,12.5,0.5,8.9,74.9
1094,87.3,175.0,62.3,3.5,3.6,0.2,5.1,88.7
1095,82.3,199.0,53.4,2.1,22.0,4.6,1.6,76.8
1096,79.8,175.0,125.9,4.6,18.6,0.5,5.1,76.3
1097,75.7,199.0,63.4,3.8,0.5,4.9,3.6,77.4
1098,86.0,175.0,60.7,1.2,0.2,1.0,7.2,86.0
1099,77.9,196.0,84.8,1.8,5.7,1.3,1.9,77.8
1100,87.3,186.0,128.9,2.5,4.3,5.1,3.0,85.8
1101,87.8,163.0,109.9,4.6,20.8,2.6,4.6,84.9
1102,82.1,169.0,91.8,4.2,1.3,4.1,3.6,82.8
1103,79.7,184.0,117.7,4.1,7.1,4.0,7.9,78.5
1104,65.2,184.0,71.9,1.8,10.4,0.8,8.8,63.2
1105,78.6,182.0,54.0,2.6,17.5,1.0,5.7,74.1
1106,79.8,158.0,122.3,3.0,21.0,5.2,4.0,70.5
1107,69.6,193.0,92.4,1.8,20.1,2.4,2.4,64.2
1108,83.7,171.0,85.5,1.7,16.0,4.9,9.2,77.3
1109,77.3,192.0,101.6,1.9,3.0,4.9,2.7,76.2
1110,85.1,192.0,105.4,1.6,16.3,1.4,11.9,80.0
1111,78.6,168.0,128.6,3.3,0.6,1.3,8.1,78.3
1112,94.7,170.0,64.2,0.5,5.5,0.4,3.6,93.2
1113,81.5,187.0,97.0,0.6,16.8,0.8,3.6,76.2
1114,90.5,195.0,95.5,2.0,10.7,1.2,8.5,88.8
1115,69.8,195.0,60.9,1.9,13.9,0.9,8.6,68.0
1116,92.6,175.0,128.8,2.1,17.8,4.1,4.0,87.6
1117,87.5,191.0,67.7,3.4,17.2,0.5,1.5,86.5
1118,77.7,182.0,54.7,2.8,17.2,1.0,7.0,74.6
1119,83.5,191.0,96.1,3.8,20.4,1.2,3.6,82.0
1120,79.6,173.0,113.5,2.8,4.8,0.3,3.1,78.1
1121,91.1,201.0,78.3,1.4,16.0,1.3,8.0,87.7
1122,85.5,167.0,124.8,2.3,6.9,0.6,6.5,83.0
1123,76.8,176.0,89.8,1.4,9.7,0.6,1.9,75.0
1124,81.1,184.0,122.6,0.6,7.6,0.5,4.6,77.3
1125,75.5,202.0,82.4,3.4,13.8,0.9,9.3,72.8
1126,67.4,175.0,62.0,3.2,7.0,1.9,6.2,66.8
1127,76.5,159.0,82.3,1.1,0.4,0.9,10.0,76.0
1128,69.4,174.0,71.1,0.9,13.1,0.7,5.2,65.9
1129,90.1,161.0,146.3,2.5,1.1,3.9,11.1,85.8
1130,68.1,155.0,77.3,1.6,19.1,1.4,6.2,63.0
1131,75.8,180.0,108.6,2.9,11.8,2.2,6.8,73.8
1132,83.3,177.0,84.7,4.0,16.3,0.5,12.8,80.9
1133,79.2,183.0,80.9,2.3,6.4,1.2,5.0,78.7
1134,75.7,161.0,94.4,1.5,3.8,1.8,6.7,74.3
1135,77.3,195.0,105.6,0.9,4.4,4.8,7.8,76.4
1136,74.4,188.0,76.0,4.5,4.8,4.0,6.6,76.5
1137,78.7,193.0,113.3,1.4,15.6,5.0,3.7,73.2
1138,82.5,214.0,116.4,1.3,8.5,5.6,6.7,80.1
1139,74.7,165.0,107.7,1.2,0.3,0.7,7.7,73.6
1140,84.2,154.0,116.6,3.1,16.3,1.3,3.9,79.4
1141,78.8,192.0,84.3,1.8,16.7,4.4,8.8,75.0
1142,82.9,187.0,122.4,1.2,3.8,1.2,3.3,81.1
1143,96.1,202.0,121.2,0.8,18.8,0.7,3.9,90.2
1144,88.8,160.0,108.2,1.2,0.2,1.8,5.9,86.8
1145,77.8,179.0,110.4,2.5,15.3,2.7,8.4,73.2
1146,92.8,192.0,110.6,1.7,22.0,1.3,5.8,86.1
1147,83.5,178.0,55.9,1.1,10.5,0.8,7.9,80.4
1148,91.1,179.0,125.7,3.6,0.2,3.9,4.1,92.2
1149,80.6,170.0,86.9,1.6,2.9,1.8,8.5,79.8
1150,92.5,162.0,94.0,2.8,14.7,3.5,7.0,88.0
1151,89.1,162.0,60.9,3.4,2.2,4.6,10.4,89.3
1152,88.5,182.0,95.2,4.0,0.9,3.3,6.7,90.4
1153,68.8,191.0,91.6,3.4,21.7,1.2,3.4,66.4
1154,75.1,167.0,151.3,2.6,3.8,4.1,3.4,71.4
1155,96.3,175.0,68.2,1.4,9.9,0.8,8.0,93.9
1156,84.9,182.0,90.8,3.5,3.2,1.2,9.3,85.0
1157,89.3,160.0,161.7,2.5,1.9,0.8,9.9,82.5
1158,80.1,158.0,95.4,1.7,0.6,5.8,7.5,78.2
1159,82.7,184.0,116.6,3.5,21.2,4.6,4.3,78.4
1160,70.4,165.0,104.4,2.4,1.8,0.3,8.4,69.9
1161,80.4,170.0,65.8,3.0,10.7,0.2,7.3,79.4
1162,86.4,183.0,74.2,1.8,0.4,0.7,4.2,87.0
1163,81.1,180.0,133.8,1.7,20.4,1.7,7.8,75.6
1164,70.1,193.0,57.1,3.3,8.0,0.7,10.9,70.4
1165,73.2,192.0,118.8,2.8,14.2,0.3,8.4,72.1
1166,99.3,173.0,109.9,2.4,19.5,0.3,12.0,95.0
1167,85.6,174.0,122.5,1.1,15.2,0.7,4.8,79.8
1168,83.3,187.0,102.8,1.7,15.5,4.3,4.1,77.8
1169,90.7,173.0,71.9,3.2,3.8,5.1,9.4,89.5
1170,77.4,205.0,64.8,1.3,8.5,5.5,6.0,74.2
1171,79.4,156.0,115.3,5.1,0.7,5.9,10.2,78.1
1172,81.5,172.0,113.0,4.2,4.4,2.6,5.5,81.7
1173,78.8,177.0,100.3,1.3,20.8,4.1,8.9,71.1
1174,74.6,180.0,101.1,0.5,20.2,0.3,6.3,66.5
1175,91.7,184.0,81.4,4.2,22.0,5.2,7.9,86.6
1176,67.6,168.0,123.4,0.8,0.4,0.3,6.1,65.6
1177,70.9,177.0,88.5,2.6,0.8,0.4,4.6,72.3
1178,85.9,167.0,102.1,2.3,15.8,1.4,3.0,82.0
1179,80.5,180.0,140.6,1.7,19.6,5.9,11.3,70.3
1180,77.6,171.0,68.2,1.0,6.7,1.8,9.6,75.1
1181,86.2,200.0,100.8,1.4,20.4,0.5,8.5,79.5
1182,90.6,194.0,106.2,1.9,9.4,2.1,8.5,88.0
1183,78.0,201.0,83.2,2.7,13.1,3.1,8.8,75.4
1184,79.4,174.0,102.9,4.0,16.4,4.4,3.1,76.4
1185,89.6,180.0,57.9,3.8,5.9,4.6,7.7,89.2
1186,83.8,190.0,78.2,2.8,5.7,3.4,5.3,83.6
1187,84.0,195.0,163.5,2.7,2.8,1.0,5.7,83.1
1188,71.5,191.0,61.4,2.7,6.6,4.0,5.1,71.7
1189,92.6,181.0,57.6,2.9,16.6,1.0,11.1,91.0
1190,85.1,185.0,123.7,1.9,0.0,0.5,7.5,85.8
1191,75.2,176.0,110.9,1.6,21.3,0.4,5.3,67.7
1192,93.8,176.0,144.0,1.0,14.9,0.6,8.5,87.0
1193,87.2,176.0,56.1,1.4,14.0,4.4,4.7,86.5
1194,90.5,199.0,119.6,2.1,8.2,1.9,8.0,89.0
1195,86.8,176.0,74.8,4.5,2.4,1.1,12.8,87.4
1196,98.0,173.0,118.6,1.8,2.4,0.3,5.7,97.1
1197,88.2,181.0,75.5,3.4,14.5,0.4,9.5,86.1
1198,98.5,188.0,76.0,1.4,3.5,2.6,5.8,97.5
1199,81.0,165.0,80.5,1.0,0.6,0.6,10.0,80.6
1200,94.2,171.0,66.7,0.3,0.0,2.1,7.5,93.6
1201,86.5,176.0,78.2,1.3,1.2,0.3,8.7,87.0
1202,84.4,197.0,94.7,3.3,19.5,0.2,7.7,82.1
1203,82.3,164.0,85.6,1.1,13.0,3.1,10.7,76.6
1204,90.0,202.0,76.9,2.0,1.8,3.5,2.2,89.5
1205,87.0,189.0,108.2,4.3,11.9,4.2,3.8,84.7
1206,88.2,170.0,78.4,1.7,7.2,4.6,6.1,84.6
1207,92.0,187.0,112.9,4.3,18.3,1.4,6.4,89.6
1208,84.8,169.0,75.1,0.5,4.5,1.5,2.8,83.4
1209,81.1,180.0,60.7,1.9,11.3,5.7,6.7,76.6
1210,83.4,181.0,52.6,1.9,0.4,0.9,2.7,84.9
1211,78.3,198.0,102.0,3.9,14.2,0.3,7.5,74.7
1212,75.9,178.0,56.3,3.7,20.9,2.8,2.9,72.7
1213,80.6,169.0,69.5,2.6,13.4,0.4,8.3,79.8
1214,81.5,181.0,117.8,3.8,0.6,5.0,5.1,81.6
1215,76.7,183.0,87.7,5.4,19.1,0.3,1.6,78.3
1216,78.4,183.0,109.4,1.5,0.9,3.5,5.6,77.7
1217,79.6,179.0,124.3,1.7,13.0,0.3,3.8,76.0
1218,79.8,198.0,52.4,1.2,6.0,2.5,5.7,77.6
1219,76.0,163.0,93.6,3.8,0.5,0.6,7.4,77.1
1220,81.7,167.0,73.5,1.9,0.3,4.4,5.3,82.4
1221,80.8,178.0,75.5,3.0,9.7,0.6,8.3,80.2
1222,85.7,192.0,102.0,4.1,0.0,5.1,4.5,87.5
1223,92.8,201.0,57.9,3.6,9.2,0.6,6.1,90.1
1224,80.7,191.0,88.0,1.5,0.1,3.5,3.8,80.7
